mode,band_low,band_high,n_uncertain,thr_policy,threshold,precision,recall,tp,fp,fn,tn,fnr,fpr,fdr
band_0.05_0.35,0.05,0.35,1570,fixed,0.35,0.1774580335731415,0.893719806763285,370.0,1714.9999999999998,44.0,1181.0000000000002,0.10628019323671498,0.592196132596685,0.8225419664268585
band_0.05_0.35,0.05,0.35,1570,fixed,0.38,0.1792152704135737,0.8164251207729468,338.0,1547.9999999999998,76.0,1348.0000000000002,0.18357487922705315,0.5345303867403314,0.8207847295864263
band_0.05_0.35,0.05,0.35,1570,fixed,0.4,0.18008948545861297,0.7777777777777778,322.0,1465.9999999999998,92.0,1430.0000000000002,0.2222222222222222,0.5062154696132596,0.819910514541387
band_0.05_0.35,0.05,0.35,1570,fixed,0.42,0.18083832335329342,0.7294685990338164,302.0,1368.0,112.0,1528.0,0.27053140096618356,0.4723756906077348,0.8191616766467066
band_0.05_0.35,0.05,0.35,1570,fixed,0.45,0.18871866295264625,0.6545893719806763,271.0,1164.9999999999998,143.0,1731.0000000000002,0.34541062801932365,0.4022790055248618,0.8112813370473537
band_0.05_0.35,0.05,0.35,1570,fixed,0.48,0.19572368421052633,0.5748792270531401,238.0,978.0,176.0,1918.0,0.4251207729468599,0.337707182320442,0.8042763157894737
band_0.05_0.35,0.05,0.35,1570,fixed,0.5,0.20075400565504242,0.5144927536231884,212.99999999999997,847.9999999999999,201.00000000000003,2048.0,0.48550724637681164,0.292817679558011,0.7992459943449576
band_0.05_0.40,0.05,0.4,1811,auto95,0.15,0.16617708770457407,0.9565217391304348,396.0,1987.0,18.0,909.0,0.043478260869565216,0.6861187845303868,0.8338229122954259
band_0.05_0.40,0.05,0.4,1811,auto90,0.25,0.17463235294117646,0.9178743961352657,380.0,1796.0000000000005,34.0,1099.9999999999995,0.0821256038647343,0.6201657458563538,0.8253676470588236
band_0.05_0.40,0.05,0.4,1811,fixed,0.05,0.14821492967904795,0.9927536231884058,411.0,2362.0,3.0,534.0,0.007246376811594203,0.8156077348066298,0.8517850703209521
band_0.05_0.40,0.05,0.4,1811,fixed,0.08,0.15484363081617086,0.9806763285024155,406.0,2215.9999999999995,8.0,680.0000000000005,0.01932367149758454,0.7651933701657457,0.8451563691838291
band_0.05_0.40,0.05,0.4,1811,fixed,0.1,0.1584119496855346,0.9734299516908212,403.0,2141.0,11.0,755.0,0.026570048309178744,0.7392955801104972,0.8415880503144654
band_0.05_0.40,0.05,0.4,1811,fixed,0.12,0.162020202020202,0.9685990338164251,401.0,2074.0000000000005,13.0,821.9999999999995,0.03140096618357488,0.7161602209944753,0.837979797979798
band_0.05_0.40,0.05,0.4,1811,fixed,0.15,0.16617708770457407,0.9565217391304348,396.0,1987.0,18.0,909.0,0.043478260869565216,0.6861187845303868,0.8338229122954259
band_0.05_0.40,0.05,0.4,1811,fixed,0.18,0.1695501730103806,0.9468599033816425,392.0,1920.0000000000002,22.0,975.9999999999998,0.05314009661835749,0.6629834254143647,0.8304498269896194
band_0.05_0.40,0.05,0.4,1811,fixed,0.2,0.1715167548500882,0.9396135265700483,389.0,1879.0,25.0,1017.0,0.06038647342995169,0.6488259668508287,0.8284832451499118
band_0.05_0.40,0.05,0.4,1811,fixed,0.23,0.1733816206428248,0.9251207729468599,383.0,1826.0,31.0,1070.0,0.0748792270531401,0.630524861878453,0.8266183793571752
band_0.05_0.40,0.05,0.4,1811,fixed,0.25,0.17463235294117646,0.9178743961352657,380.0,1796.0000000000005,34.0,1099.9999999999995,0.0821256038647343,0.6201657458563538,0.8253676470588236
band_0.05_0.40,0.05,0.4,1811,fixed,0.28,0.17552941176470588,0.9009661835748792,373.0,1752.0,41.0,1144.0,0.09903381642512077,0.6049723756906077,0.8244705882352941
band_0.05_0.40,0.05,0.4,1811,fixed,0.3,0.17568214456677836,0.8864734299516909,367.0,1722.0,47.0,1174.0,0.11352657004830918,0.5946132596685083,0.8243178554332217
band_0.05_0.40,0.05,0.4,1811,fixed,0.32,0.1749271137026239,0.8695652173913043,360.0,1698.0,54.0,1198.0,0.13043478260869565,0.5863259668508287,0.8250728862973761
band_0.05_0.40,0.05,0.4,1811,fixed,0.35,0.17807539682539683,0.8671497584541062,359.0,1657.0,55.0,1239.0,0.13285024154589373,0.5721685082872928,0.8219246031746031
band_0.05_0.40,0.05,0.4,1811,fixed,0.38,0.17820773930753564,0.8454106280193237,350.0,1614.0,64.0,1282.0,0.15458937198067632,0.5573204419889503,0.8217922606924644
band_0.05_0.40,0.05,0.4,1811,fixed,0.4,0.17901234567901234,0.8405797101449275,348.0,1596.0,66.0,1300.0,0.15942028985507245,0.5511049723756906,0.8209876543209876
band_0.05_0.40,0.05,0.4,1811,fixed,0.42,0.17986798679867988,0.7898550724637681,327.0,1490.9999999999998,87.0,1405.0000000000002,0.21014492753623187,0.5148480662983425,0.8201320132013201
band_0.05_0.40,0.05,0.4,1811,fixed,0.45,0.18746041798606713,0.714975845410628,296.0,1283.0,118.0,1613.0,0.28502415458937197,0.443024861878453,0.8125395820139328
band_0.05_0.40,0.05,0.4,1811,fixed,0.48,0.19362017804154302,0.6304347826086957,261.0,1087.0,153.0,1809.0,0.3695652173913043,0.37534530386740333,0.806379821958457
band_0.05_0.40,0.05,0.4,1811,fixed,0.5,0.19831223628691982,0.5676328502415459,235.0,950.0000000000001,179.0,1946.0,0.4323671497584541,0.32803867403314924,0.8016877637130801
band_0.05_0.45,0.05,0.45,2104,auto95,0.15,0.16638513513513514,0.9516908212560387,394.0,1974.0,20.0,922.0,0.04830917874396135,0.6816298342541437,0.8336148648648649
band_0.05_0.45,0.05,0.45,2104,auto90,0.25,0.17608594114899578,0.9106280193236715,377.0,1764.0000000000002,37.0,1131.9999999999998,0.0893719806763285,0.6091160220994476,0.8239140588510042
band_0.05_0.45,0.05,0.45,2104,fixed,0.05,0.14832190544929627,0.9927536231884058,411.0,2360.0000000000005,3.0,535.9999999999995,0.007246376811594203,0.8149171270718234,0.8516780945507038
band_0.05_0.45,0.05,0.45,2104,fixed,0.08,0.1549942594718714,0.9782608695652174,405.0,2208.0,9.0,688.0,0.021739130434782608,0.7624309392265194,0.8450057405281286
band_0.05_0.45,0.05,0.45,2104,fixed,0.1,0.15831030398736676,0.9685990338164251,401.0,2132.0,13.0,764.0,0.03140096618357488,0.7361878453038674,0.8416896960126332
band_0.05_0.45,0.05,0.45,2104,fixed,0.12,0.1621292157659488,0.9637681159420289,399.0,2061.9999999999995,15.0,834.0000000000005,0.036231884057971016,0.7120165745856352,0.8378707842340511
band_0.05_0.45,0.05,0.45,2104,fixed,0.15,0.16638513513513514,0.9516908212560387,394.0,1974.0,20.0,922.0,0.04830917874396135,0.6816298342541437,0.8336148648648649
band_0.05_0.45,0.05,0.45,2104,fixed,0.18,0.17060367454068243,0.9420289855072463,390.0,1895.9999999999995,24.0,1000.0000000000005,0.057971014492753624,0.6546961325966849,0.8293963254593175
band_0.05_0.45,0.05,0.45,2104,fixed,0.2,0.17224453369031684,0.9323671497584541,386.0,1854.9999999999998,28.0,1041.0000000000002,0.06763285024154589,0.6405386740331491,0.8277554663096831
band_0.05_0.45,0.05,0.45,2104,fixed,0.23,0.17455213596692695,0.9178743961352657,380.0,1797.0000000000002,34.0,1098.9999999999998,0.0821256038647343,0.620511049723757,0.825447864033073
band_0.05_0.45,0.05,0.45,2104,fixed,0.25,0.17608594114899578,0.9106280193236715,377.0,1764.0000000000002,37.0,1131.9999999999998,0.0893719806763285,0.6091160220994476,0.8239140588510042
band_0.05_0.45,0.05,0.45,2104,fixed,0.28,0.1777137367915466,0.893719806763285,370.0,1712.0,44.0,1184.0,0.10628019323671498,0.5911602209944752,0.8222862632084534
band_0.05_0.45,0.05,0.45,2104,fixed,0.3,0.1780821917808219,0.8792270531400966,364.0,1680.0,50.0,1216.0,0.12077294685990338,0.580110497237569,0.821917808219178
band_0.05_0.45,0.05,0.45,2104,fixed,0.32,0.17761194029850746,0.8623188405797102,357.0,1653.0,57.0,1243.0,0.13768115942028986,0.5707872928176796,0.8223880597014925
band_0.05_0.45,0.05,0.45,2104,fixed,0.35,0.18019397651863195,0.8526570048309179,353.0,1605.9999999999998,61.0,1290.0000000000002,0.1473429951690821,0.5545580110497237,0.819806023481368
band_0.05_0.45,0.05,0.45,2104,fixed,0.38,0.18105263157894738,0.8309178743961353,344.0,1555.9999999999998,70.0,1340.0000000000002,0.16908212560386474,0.5372928176795579,0.8189473684210526
band_0.05_0.45,0.05,0.45,2104,fixed,0.4,0.1822056473095365,0.8260869565217391,342.0,1535.0,72.0,1361.0,0.17391304347826086,0.5300414364640884,0.8177943526904635
band_0.05_0.45,0.05,0.45,2104,fixed,0.42,0.18241042345276873,0.8115942028985508,336.0,1506.0000000000002,78.0,1389.9999999999998,0.18840579710144928,0.5200276243093923,0.8175895765472313
band_0.05_0.45,0.05,0.45,2104,fixed,0.45,0.18374164810690424,0.7971014492753623,330.0,1465.9999999999995,84.0,1430.0000000000005,0.2028985507246377,0.5062154696132595,0.8162583518930957
band_0.05_0.45,0.05,0.45,2104,fixed,0.48,0.18758085381630013,0.7004830917874396,290.0,1256.0,124.0,1640.0,0.2995169082125604,0.43370165745856354,0.8124191461836998
band_0.05_0.45,0.05,0.45,2104,fixed,0.5,0.19113372093023256,0.6352657004830918,263.0,1112.9999999999998,151.0,1783.0000000000002,0.3647342995169082,0.38432320441988943,0.8088662790697674
band_0.05_0.50,0.05,0.5,2417,auto95,0.15,0.1668077900084674,0.9516908212560387,394.0,1968.0,20.0,928.0,0.04830917874396135,0.6795580110497238,0.8331922099915325
band_0.05_0.50,0.05,0.5,2417,auto90,0.25,0.1765536723163842,0.9057971014492754,375.0,1748.9999999999998,39.0,1147.0000000000002,0.09420289855072464,0.6039364640883977,0.8234463276836158
band_0.05_0.50,0.05,0.5,2417,fixed,0.05,0.14842903575297942,0.9927536231884058,411.0,2358.0,3.0,538.0,0.007246376811594203,0.8142265193370166,0.8515709642470206
band_0.05_0.50,0.05,0.5,2417,fixed,0.08,0.15517241379310345,0.9782608695652174,405.0,2205.0,9.0,691.0,0.021739130434782608,0.7613950276243094,0.8448275862068966
band_0.05_0.50,0.05,0.5,2417,fixed,0.1,0.15856069592724398,0.9685990338164251,401.0,2128.0,13.0,768.0,0.03140096618357488,0.7348066298342542,0.841439304072756
band_0.05_0.50,0.05,0.5,2417,fixed,0.12,0.1623931623931624,0.9637681159420289,399.0,2058.0,15.0,838.0,0.036231884057971016,0.710635359116022,0.8376068376068376
band_0.05_0.50,0.05,0.5,2417,fixed,0.15,0.1668077900084674,0.9516908212560387,394.0,1968.0,20.0,928.0,0.04830917874396135,0.6795580110497238,0.8331922099915325
band_0.05_0.50,0.05,0.5,2417,fixed,0.18,0.1706244503078276,0.9371980676328503,388.0,1886.0000000000002,26.0,1009.9999999999998,0.06280193236714976,0.651243093922652,0.8293755496921724
band_0.05_0.50,0.05,0.5,2417,fixed,0.2,0.17227456258411844,0.927536231884058,384.0,1845.0000000000002,30.0,1050.9999999999998,0.07246376811594203,0.6370856353591161,0.8277254374158816
band_0.05_0.50,0.05,0.5,2417,fixed,0.23,0.17483811285846437,0.9130434782608695,378.0,1784.0000000000002,36.0,1111.9999999999998,0.08695652173913043,0.6160220994475138,0.8251618871415356
band_0.05_0.50,0.05,0.5,2417,fixed,0.25,0.1765536723163842,0.9057971014492754,375.0,1748.9999999999998,39.0,1147.0000000000002,0.09420289855072464,0.6039364640883977,0.8234463276836158
band_0.05_0.50,0.05,0.5,2417,fixed,0.28,0.17829457364341086,0.8888888888888888,368.0,1696.0,46.0,1200.0,0.1111111111111111,0.585635359116022,0.8217054263565892
band_0.05_0.50,0.05,0.5,2417,fixed,0.3,0.17786561264822134,0.8695652173913043,360.0,1664.0,54.0,1232.0,0.13043478260869565,0.574585635359116,0.8221343873517787
band_0.05_0.50,0.05,0.5,2417,fixed,0.32,0.17774420946626385,0.8526570048309179,353.0,1633.0,61.0,1263.0,0.1473429951690821,0.5638812154696132,0.8222557905337362
band_0.05_0.50,0.05,0.5,2417,fixed,0.35,0.18012422360248448,0.8405797101449275,348.0,1584.0,66.0,1312.0,0.15942028985507245,0.5469613259668509,0.8198757763975155
band_0.05_0.50,0.05,0.5,2417,fixed,0.38,0.18147751605995718,0.8188405797101449,339.0,1528.9999999999998,75.0,1367.0000000000002,0.18115942028985507,0.5279696132596684,0.8185224839400428
band_0.05_0.50,0.05,0.5,2417,fixed,0.4,0.1828540423223006,0.8140096618357487,337.0,1505.9999999999998,77.0,1390.0000000000002,0.1859903381642512,0.5200276243093922,0.8171459576776994
band_0.05_0.50,0.05,0.5,2417,fixed,0.42,0.18272425249169436,0.7971014492753623,330.0,1476.0,84.0,1420.0,0.2028985507246377,0.5096685082872928,0.8172757475083057
band_0.05_0.50,0.05,0.5,2417,fixed,0.45,0.18482601254991443,0.782608695652174,324.0,1429.0,90.0,1467.0,0.21739130434782608,0.493439226519337,0.8151739874500856
band_0.05_0.50,0.05,0.5,2417,fixed,0.48,0.18214499700419412,0.7342995169082126,304.0,1365.0,110.0,1531.0,0.26570048309178745,0.4713397790055249,0.8178550029958058
band_0.05_0.50,0.05,0.5,2417,fixed,0.5,0.18350898946063235,0.714975845410628,296.0,1317.0,118.0,1579.0,0.28502415458937197,0.45476519337016574,0.8164910105393677
band_0.05_0.55,0.05,0.55,2849,auto95,0.15,0.1669491525423729,0.9516908212560387,394.0,1966.0,20.0,930.0,0.04830917874396135,0.6788674033149171,0.8330508474576271
band_0.05_0.55,0.05,0.55,2849,auto90,0.25,0.176109537299339,0.9009661835748792,373.0,1745.0,41.0,1151.0,0.09903381642512077,0.6025552486187845,0.823890462700661
band_0.05_0.55,0.05,0.55,2849,fixed,0.05,0.14842903575297942,0.9927536231884058,411.0,2358.0,3.0,538.0,0.007246376811594203,0.8142265193370166,0.8515709642470206
band_0.05_0.55,0.05,0.55,2849,fixed,0.08,0.15517241379310345,0.9782608695652174,405.0,2205.0,9.0,691.0,0.021739130434782608,0.7613950276243094,0.8448275862068966
band_0.05_0.55,0.05,0.55,2849,fixed,0.1,0.158623417721519,0.9685990338164251,401.0,2126.9999999999995,13.0,769.0000000000005,0.03140096618357488,0.7344613259668507,0.841376582278481
band_0.05_0.55,0.05,0.55,2849,fixed,0.12,0.16245928338762214,0.9637681159420289,399.0,2057.0,15.0,839.0,0.036231884057971016,0.7102900552486188,0.8375407166123778
band_0.05_0.55,0.05,0.55,2849,fixed,0.15,0.1669491525423729,0.9516908212560387,394.0,1966.0,20.0,930.0,0.04830917874396135,0.6788674033149171,0.8330508474576271
band_0.05_0.55,0.05,0.55,2849,fixed,0.18,0.17077464788732394,0.9371980676328503,388.0,1883.9999999999998,26.0,1012.0000000000002,0.06280193236714976,0.6505524861878452,0.829225352112676
band_0.05_0.55,0.05,0.55,2849,fixed,0.2,0.1725067385444744,0.927536231884058,384.0,1841.9999999999998,30.0,1054.0000000000002,0.07246376811594203,0.636049723756906,0.8274932614555256
band_0.05_0.55,0.05,0.55,2849,fixed,0.23,0.17439703153988867,0.9082125603864735,376.0,1780.0000000000002,38.0,1115.9999999999998,0.09178743961352658,0.6146408839779006,0.8256029684601114
band_0.05_0.55,0.05,0.55,2849,fixed,0.25,0.176109537299339,0.9009661835748792,373.0,1745.0,41.0,1151.0,0.09903381642512077,0.6025552486187845,0.823890462700661
band_0.05_0.55,0.05,0.55,2849,fixed,0.28,0.17784256559766765,0.8840579710144928,366.0,1691.9999999999998,48.0,1204.0000000000002,0.11594202898550725,0.5842541436464087,0.8221574344023324
band_0.05_0.55,0.05,0.55,2849,fixed,0.3,0.1775793650793651,0.8647342995169082,358.0,1657.9999999999998,56.0,1238.0000000000002,0.13526570048309178,0.5725138121546961,0.8224206349206349
band_0.05_0.55,0.05,0.55,2849,fixed,0.32,0.17745197168857432,0.8478260869565217,351.0,1627.0,63.0,1269.0,0.15217391304347827,0.5618093922651933,0.8225480283114257
band_0.05_0.55,0.05,0.55,2849,fixed,0.35,0.17950052029136315,0.8333333333333334,345.0,1577.0000000000005,69.0,1318.9999999999995,0.16666666666666666,0.5445441988950278,0.8204994797086369
band_0.05_0.55,0.05,0.55,2849,fixed,0.38,0.18122977346278318,0.8115942028985508,336.0,1517.9999999999998,78.0,1378.0000000000002,0.18840579710144928,0.524171270718232,0.8187702265372168
band_0.05_0.55,0.05,0.55,2849,fixed,0.4,0.18281335522714834,0.8067632850241546,334.0,1492.9999999999998,80.0,1403.0000000000002,0.1932367149758454,0.5155386740331491,0.8171866447728516
band_0.05_0.55,0.05,0.55,2849,fixed,0.42,0.18329596412556054,0.7898550724637681,327.0,1457.0,87.0,1439.0,0.21014492753623187,0.5031077348066298,0.8167040358744395
band_0.05_0.55,0.05,0.55,2849,fixed,0.45,0.1853997682502897,0.7729468599033816,320.0,1406.0,94.0,1490.0,0.22705314009661837,0.48549723756906077,0.8146002317497103
band_0.05_0.55,0.05,0.55,2849,fixed,0.48,0.18131530424093423,0.7125603864734299,295.0,1332.0,119.0,1564.0,0.28743961352657005,0.4599447513812155,0.8186846957590658
band_0.05_0.55,0.05,0.55,2849,fixed,0.5,0.18427835051546393,0.6908212560386473,286.0,1265.9999999999998,128.0,1630.0000000000002,0.30917874396135264,0.4371546961325966,0.8157216494845361
band_0.05_0.60,0.05,0.6,3148,auto95,0.15,0.16716164616037335,0.9516908212560387,394.0,1963.0000000000002,20.0,932.9999999999998,0.04830917874396135,0.6778314917127073,0.8328383538396267
band_0.05_0.60,0.05,0.6,3148,auto90,0.25,0.17644276253547778,0.9009661835748792,373.0,1740.9999999999998,41.0,1155.0000000000002,0.09903381642512077,0.6011740331491712,0.8235572374645223
band_0.05_0.60,0.05,0.6,3148,fixed,0.05,0.14842903575297942,0.9927536231884058,411.0,2358.0,3.0,538.0,0.007246376811594203,0.8142265193370166,0.8515709642470206
band_0.05_0.60,0.05,0.6,3148,fixed,0.08,0.15529141104294478,0.9782608695652174,405.0,2203.0000000000005,9.0,692.9999999999995,0.021739130434782608,0.7607044198895029,0.8447085889570553
band_0.05_0.60,0.05,0.6,3148,fixed,0.1,0.15881188118811881,0.9685990338164251,401.0,2123.9999999999995,13.0,772.0000000000005,0.03140096618357488,0.7334254143646407,0.8411881188118812
band_0.05_0.60,0.05,0.6,3148,fixed,0.12,0.1626579698328577,0.9637681159420289,399.0,2054.0,15.0,842.0,0.036231884057971016,0.7092541436464088,0.8373420301671423
band_0.05_0.60,0.05,0.6,3148,fixed,0.15,0.16716164616037335,0.9516908212560387,394.0,1963.0000000000002,20.0,932.9999999999998,0.04830917874396135,0.6778314917127073,0.8328383538396267
band_0.05_0.60,0.05,0.6,3148,fixed,0.18,0.17100044072278536,0.9371980676328503,388.0,1881.0,26.0,1015.0,0.06280193236714976,0.6495165745856354,0.8289995592772146
band_0.05_0.60,0.05,0.6,3148,fixed,0.2,0.17281728172817282,0.927536231884058,384.0,1838.0,30.0,1058.0,0.07246376811594203,0.6346685082872928,0.8271827182718272
band_0.05_0.60,0.05,0.6,3148,fixed,0.23,0.17472118959107807,0.9082125603864735,376.0,1776.0,38.0,1120.0,0.09178743961352658,0.6132596685082873,0.8252788104089219
band_0.05_0.60,0.05,0.6,3148,fixed,0.25,0.17644276253547778,0.9009661835748792,373.0,1740.9999999999998,41.0,1155.0000000000002,0.09903381642512077,0.6011740331491712,0.8235572374645223
band_0.05_0.60,0.05,0.6,3148,fixed,0.28,0.17818889970788704,0.8840579710144928,366.0,1688.0,48.0,1208.0,0.11594202898550725,0.5828729281767956,0.8218111002921129
band_0.05_0.60,0.05,0.6,3148,fixed,0.3,0.17802088513177525,0.8647342995169082,358.0,1652.9999999999998,56.0,1243.0000000000002,0.13526570048309178,0.5707872928176795,0.8219791148682247
band_0.05_0.60,0.05,0.6,3148,fixed,0.32,0.17790167257982767,0.8478260869565217,351.0,1622.0000000000002,63.0,1273.9999999999998,0.15217391304347827,0.5600828729281768,0.8220983274201723
band_0.05_0.60,0.05,0.6,3148,fixed,0.35,0.18006263048016702,0.8333333333333334,345.0,1571.0,69.0,1325.0,0.16666666666666666,0.5424723756906077,0.819937369519833
band_0.05_0.60,0.05,0.6,3148,fixed,0.38,0.1820151679306609,0.8115942028985508,336.0,1510.0,78.0,1386.0,0.18840579710144928,0.5214088397790055,0.8179848320693391
band_0.05_0.60,0.05,0.6,3148,fixed,0.4,0.18361737218251786,0.8067632850241546,334.0,1485.0,80.0,1411.0,0.1932367149758454,0.5127762430939227,0.8163826278174822
band_0.05_0.60,0.05,0.6,3148,fixed,0.42,0.18412162162162163,0.7898550724637681,327.0,1449.0,87.0,1447.0,0.21014492753623187,0.5003453038674033,0.8158783783783784
band_0.05_0.60,0.05,0.6,3148,fixed,0.45,0.18658892128279883,0.7729468599033816,320.0,1395.0000000000002,94.0,1500.9999999999998,0.22705314009661837,0.48169889502762436,0.8134110787172012
band_0.05_0.60,0.05,0.6,3148,fixed,0.48,0.18226906385616862,0.7101449275362319,294.0,1319.0,120.0,1577.0,0.2898550724637681,0.45545580110497236,0.8177309361438314
band_0.05_0.60,0.05,0.6,3148,fixed,0.5,0.18647406434668418,0.6859903381642513,284.0,1239.0,130.0,1657.0,0.3140096618357488,0.4278314917127072,0.8135259356533158
band_0.05_0.70,0.05,0.7,3271,auto95,0.15,0.16716164616037335,0.9516908212560387,394.0,1963.0000000000002,20.0,932.9999999999998,0.04830917874396135,0.6778314917127073,0.8328383538396267
band_0.05_0.70,0.05,0.7,3271,auto90,0.25,0.17644276253547778,0.9009661835748792,373.0,1740.9999999999998,41.0,1155.0000000000002,0.09903381642512077,0.6011740331491712,0.8235572374645223
band_0.05_0.70,0.05,0.7,3271,fixed,0.05,0.14842903575297942,0.9927536231884058,411.0,2358.0,3.0,538.0,0.007246376811594203,0.8142265193370166,0.8515709642470206
band_0.05_0.70,0.05,0.7,3271,fixed,0.08,0.15529141104294478,0.9782608695652174,405.0,2203.0000000000005,9.0,692.9999999999995,0.021739130434782608,0.7607044198895029,0.8447085889570553
band_0.05_0.70,0.05,0.7,3271,fixed,0.1,0.15881188118811881,0.9685990338164251,401.0,2123.9999999999995,13.0,772.0000000000005,0.03140096618357488,0.7334254143646407,0.8411881188118812
band_0.05_0.70,0.05,0.7,3271,fixed,0.12,0.1626579698328577,0.9637681159420289,399.0,2054.0,15.0,842.0,0.036231884057971016,0.7092541436464088,0.8373420301671423
band_0.05_0.70,0.05,0.7,3271,fixed,0.15,0.16716164616037335,0.9516908212560387,394.0,1963.0000000000002,20.0,932.9999999999998,0.04830917874396135,0.6778314917127073,0.8328383538396267
band_0.05_0.70,0.05,0.7,3271,fixed,0.18,0.17100044072278536,0.9371980676328503,388.0,1881.0,26.0,1015.0,0.06280193236714976,0.6495165745856354,0.8289995592772146
band_0.05_0.70,0.05,0.7,3271,fixed,0.2,0.17281728172817282,0.927536231884058,384.0,1838.0,30.0,1058.0,0.07246376811594203,0.6346685082872928,0.8271827182718272
band_0.05_0.70,0.05,0.7,3271,fixed,0.23,0.17472118959107807,0.9082125603864735,376.0,1776.0,38.0,1120.0,0.09178743961352658,0.6132596685082873,0.8252788104089219
band_0.05_0.70,0.05,0.7,3271,fixed,0.25,0.17644276253547778,0.9009661835748792,373.0,1740.9999999999998,41.0,1155.0000000000002,0.09903381642512077,0.6011740331491712,0.8235572374645223
band_0.05_0.70,0.05,0.7,3271,fixed,0.28,0.17818889970788704,0.8840579710144928,366.0,1688.0,48.0,1208.0,0.11594202898550725,0.5828729281767956,0.8218111002921129
band_0.05_0.70,0.05,0.7,3271,fixed,0.3,0.17802088513177525,0.8647342995169082,358.0,1652.9999999999998,56.0,1243.0000000000002,0.13526570048309178,0.5707872928176795,0.8219791148682247
band_0.05_0.70,0.05,0.7,3271,fixed,0.32,0.17790167257982767,0.8478260869565217,351.0,1622.0000000000002,63.0,1273.9999999999998,0.15217391304347827,0.5600828729281768,0.8220983274201723
band_0.05_0.70,0.05,0.7,3271,fixed,0.35,0.1801566579634465,0.8333333333333334,345.0,1569.9999999999998,69.0,1326.0000000000002,0.16666666666666666,0.5421270718232043,0.8198433420365535
band_0.05_0.70,0.05,0.7,3271,fixed,0.38,0.1821138211382114,0.8115942028985508,336.0,1509.0,78.0,1387.0,0.18840579710144928,0.5210635359116023,0.8178861788617886
band_0.05_0.70,0.05,0.7,3271,fixed,0.4,0.18371837183718373,0.8067632850241546,334.0,1483.9999999999998,80.0,1412.0000000000002,0.1932367149758454,0.5124309392265193,0.8162816281628162
band_0.05_0.70,0.05,0.7,3271,fixed,0.42,0.18422535211267604,0.7898550724637681,327.0,1448.0000000000002,87.0,1447.9999999999998,0.21014492753623187,0.5000000000000001,0.815774647887324
band_0.05_0.70,0.05,0.7,3271,fixed,0.45,0.18622300058377117,0.7705314009661836,319.0,1394.0,95.0,1502.0,0.22946859903381642,0.481353591160221,0.8137769994162288
band_0.05_0.70,0.05,0.7,3271,fixed,0.48,0.18198757763975154,0.7077294685990339,293.0,1317.0000000000002,121.0,1578.9999999999998,0.2922705314009662,0.4547651933701658,0.8180124223602485
band_0.05_0.70,0.05,0.7,3271,fixed,0.5,0.18630678077682686,0.6835748792270532,283.0,1236.0,131.0,1660.0,0.3164251207729469,0.42679558011049723,0.8136932192231732
band_0.05_0.80,0.05,0.8,3279,auto95,0.15,0.16716164616037335,0.9516908212560387,394.0,1963.0000000000002,20.0,932.9999999999998,0.04830917874396135,0.6778314917127073,0.8328383538396267
band_0.05_0.80,0.05,0.8,3279,auto90,0.25,0.17644276253547778,0.9009661835748792,373.0,1740.9999999999998,41.0,1155.0000000000002,0.09903381642512077,0.6011740331491712,0.8235572374645223
band_0.05_0.80,0.05,0.8,3279,fixed,0.05,0.14842903575297942,0.9927536231884058,411.0,2358.0,3.0,538.0,0.007246376811594203,0.8142265193370166,0.8515709642470206
band_0.05_0.80,0.05,0.8,3279,fixed,0.08,0.15529141104294478,0.9782608695652174,405.0,2203.0000000000005,9.0,692.9999999999995,0.021739130434782608,0.7607044198895029,0.8447085889570553
band_0.05_0.80,0.05,0.8,3279,fixed,0.1,0.15881188118811881,0.9685990338164251,401.0,2123.9999999999995,13.0,772.0000000000005,0.03140096618357488,0.7334254143646407,0.8411881188118812
band_0.05_0.80,0.05,0.8,3279,fixed,0.12,0.1626579698328577,0.9637681159420289,399.0,2054.0,15.0,842.0,0.036231884057971016,0.7092541436464088,0.8373420301671423
band_0.05_0.80,0.05,0.8,3279,fixed,0.15,0.16716164616037335,0.9516908212560387,394.0,1963.0000000000002,20.0,932.9999999999998,0.04830917874396135,0.6778314917127073,0.8328383538396267
band_0.05_0.80,0.05,0.8,3279,fixed,0.18,0.17100044072278536,0.9371980676328503,388.0,1881.0,26.0,1015.0,0.06280193236714976,0.6495165745856354,0.8289995592772146
band_0.05_0.80,0.05,0.8,3279,fixed,0.2,0.17281728172817282,0.927536231884058,384.0,1838.0,30.0,1058.0,0.07246376811594203,0.6346685082872928,0.8271827182718272
band_0.05_0.80,0.05,0.8,3279,fixed,0.23,0.17472118959107807,0.9082125603864735,376.0,1776.0,38.0,1120.0,0.09178743961352658,0.6132596685082873,0.8252788104089219
band_0.05_0.80,0.05,0.8,3279,fixed,0.25,0.17644276253547778,0.9009661835748792,373.0,1740.9999999999998,41.0,1155.0000000000002,0.09903381642512077,0.6011740331491712,0.8235572374645223
band_0.05_0.80,0.05,0.8,3279,fixed,0.28,0.17818889970788704,0.8840579710144928,366.0,1688.0,48.0,1208.0,0.11594202898550725,0.5828729281767956,0.8218111002921129
band_0.05_0.80,0.05,0.8,3279,fixed,0.3,0.17802088513177525,0.8647342995169082,358.0,1652.9999999999998,56.0,1243.0000000000002,0.13526570048309178,0.5707872928176795,0.8219791148682247
